Sr No.,Date of Encashment,Name of the Political Party,Account no. of Political Party,Denominations,Pay Branch Code,Pay Teller,pkey
290,2019-04-12,BHARATIYA JANATA PARTY,*******8244,10000000,691,3300196,OC-5720
291,2019-04-12,BHARATIYA JANATA PARTY,*******8244,10000000,691,3300196,OC-5704
292,2019-04-12,BHARATIYA JANATA PARTY,*******8244,10000000,691,3300196,OC-5722
293,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-6832
294,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-6838
295,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-6840
296,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-6836
297,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-6834
298,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12449
299,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12415
300,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12469
301,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12435
302,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12473
303,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12403
304,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12413
305,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12417
306,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12465
307,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12409
308,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12433
309,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12445
310,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12459
311,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12425
312,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12437
313,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12471
314,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12405
315,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12411
316,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12439
317,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12447
318,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12455
319,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12429
320,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12431
321,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12461
322,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12441
323,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12463
324,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12467
325,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12453
326,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12475
327,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12407
328,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12457
329,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12477
330,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12451
331,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12479
332,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12421
333,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12423
334,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12443
335,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12419
336,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12427
337,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12408
338,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12398
339,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12394
340,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12402
341,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12396
342,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12390
343,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12406
344,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12404
345,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12392
346,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12400
347,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12472
348,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12480
349,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12476
350,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12474
351,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12478
352,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12468
353,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12484
354,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12482
355,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-12470
356,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-888
357,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-876
358,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-883
359,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-886
360,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-880
361,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-894
362,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-898
363,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-896
364,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-892
365,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-890
366,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-776
367,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-780
368,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-1627
369,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-1644
370,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-1633
371,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-1646
372,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-1636
373,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11275
374,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11276
375,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11274
376,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11279
377,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11280
378,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11278
379,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11266
380,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11272
381,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11273
382,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11271
383,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10835
384,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10834
385,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-10837
386,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10833
387,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10836
388,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10872
389,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10875
390,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10851
391,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-10873
392,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10874
393,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11343
394,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11328
395,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11342
396,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11346
397,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11330
398,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11339
399,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11329
400,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11347
401,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11331
402,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11335
403,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11340
404,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3627829,TL-11344
405,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11336
406,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11338
407,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11334
408,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11341
409,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11327
410,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11332
411,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11345
412,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-11333
413,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10538
414,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10547
415,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10542
416,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10544
417,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10549
418,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10510
419,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10506
420,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10508
421,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10502
422,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10504
423,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10528
424,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10536
425,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10530
426,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10534
427,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10525
428,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10514
429,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10521
430,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10512
431,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10519
432,2019-04-12,BHARATIYA JANATA PARTY,*******8244,1000000,691,3300196,TL-10516
433,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2124
434,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2132
435,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2122
436,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2126
437,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2128
438,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2134
439,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2130
440,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2136
441,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2140
442,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2138
443,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2149
444,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2131
445,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2145
446,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2135
447,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2141
448,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2137
449,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2139
450,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2143
451,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2133
452,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3627829,OL-2147
453,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3300196,OL-3056
454,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3300196,OL-3059
455,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3300196,OL-3064
456,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3300196,OL-3053
457,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3300196,OL-3062
458,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3300196,OL-3101
459,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3300196,OL-3102
460,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3300196,OL-3106
461,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3300196,OL-3105
462,2019-04-12,BHARATIYA JANATA PARTY,*******8244,100000,691,3300196,OL-3103
463,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,3627829,OC-2586
464,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,3627829,OC-2603
465,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,3627829,OC-5253
466,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,3627829,OC-5252
467,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,3627829,OC-5255
468,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,3627829,OC-5251
469,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,3627829,OC-5254
470,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,3627829,OC-5257
471,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,3627829,OC-5258
472,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3300196,TL-11010
473,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3300196,TL-11004
474,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3300196,TL-11006
475,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3300196,TL-11002
476,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3300196,TL-11008
477,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3300196,TL-772
478,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3300196,TL-774
479,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3300196,TL-770
480,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3300196,TL-766
481,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3300196,TL-768
482,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,3300196,TL-7523
483,2019-04-12,SHIVSENA,*******4444,10000000,300,6283527,OC-6639
484,2019-04-12,SHIVSENA,*******4444,10000000,300,6283527,OC-6633
485,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-6859
486,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-6857
487,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-6861
488,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-6853
489,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-6855
490,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-12332
491,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-12330
492,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-12428
493,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-12426
494,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-12424
495,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-12430
496,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-12422
497,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-12490
498,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-12486
499,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-12495
500,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-12488
501,2019-04-12,SHIVSENA,*******4444,1000000,300,6283527,TL-12499
502,2019-04-12,TELUGU DESAM PARTY,*******3067,1000000,847,3367975,TL-12011
503,2019-04-12,TELUGU DESAM PARTY,*******3067,1000000,847,3367975,TL-12009
504,2019-04-12,TELUGU DESAM PARTY,*******3067,1000000,847,3367975,TL-12030
505,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,3367975,OC-4272
506,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,3367975,OC-4536
507,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,3367975,OC-4526
508,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,3367975,OC-4538
509,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,3367975,OC-4518
510,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,3367975,OC-5353
511,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3367975,TL-7536
512,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3367975,TL-7538
513,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,3367975,OL-23624
514,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,3367975,OL-23620
515,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,3367975,OL-23618
516,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,3367975,OL-23622
517,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,3367975,OL-23626
518,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,100000,800,2770121,OL-162
519,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,100000,800,2770121,OL-187
520,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,100000,800,2770121,OL-174
521,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,100000,800,2770121,OL-179
522,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,100000,800,2770121,OL-165
523,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4314
524,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4318
525,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4316
526,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-3676
527,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-3679
528,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-3680
529,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-3682
530,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-3681
531,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-2617
532,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-2602
533,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-2594
534,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-2595
535,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4512
536,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4519
537,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-2597
538,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4532
539,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4511
540,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4533
541,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4523
542,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4508
543,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4530
544,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4514
545,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4516
546,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4534
547,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-2598
548,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4520
549,2019-04-15,BHARATIYA JANATA PARTY,*******8244,10000000,691,4567455,OC-4513
